ID,Country,Year,Co2_Coal,Co2_Gas,Co2_Oil,Co2Oil_percapita,Co2Gas_percapita,Co2Coal_percapita,Coal_percapita,Oil_percapita,Gas_percapita,Nuclear_percapita,Hydro_percapita,Wind_percapita,Solar_percapita,Oil_Consumption,Gas_Consumption,Coal_Consumption
710,Kazakhstan,2007,126144986,24134860,56489990,3.598,1.537,8.034,23063.593,8322.08,6777.834,0,1382.328,0,0,138.7329478,85.116,362.144
711,Kazakhstan,2008,122551294,30450183,53849472,3.395,1.920,7.726,24773.1,8608.731,6670.491,0,1241.465,0,0,138.6758089,90.669,392.951
712,Kazakhstan,2009,132119215,30456329,40541178,2.527,1.898,8.235,22426.816,7040.514,6320.345,0,1124.917,0,0,112.7256572,87.562,359.793
713,Kazakhstan,2010,141411333,34727359,52724025,3.244,2.137,8.701,23889.737,7322.749,6783.354,0,1287.001,0,0,116.2982653,95.483,388.256
714,Kazakhstan,2011,139157334,39193710,40957397,2.484,2.377,8.439,25628.546,8395.958,7374.758,0,1238.819,0.023,0,154.1217467,106.243,422.640
715,Kazakhstan,2012,149986349,34557322,40546744,2.421,2.063,8.954,26281.377,8312.299,7732.115,0,1174.293,0.41,0.003,164.6204825,114.119,440.265
716,Kazakhstan,2013,148153400,31295012,50826299,2.985,1.838,8.702,25600.911,8598.87,7965.625,0,1162.495,0.684,0.118,167.6726369,119.518,435.881
717,Kazakhstan,2014,170707727,43911863,41328291,2.389,2.538,9.866,24892.643,8498.825,8656.07,0,1215.291,1.951,0.182,171.3423358,134.224,430.717
718,Kazakhstan,2015,169795753,52975740,41930371,2.386,3.015,9.663,22661.045,9326.245,8726.745,0,1334.445,18.963,6.647,203.9461794,136.027,398.200
719,Kazakhstan,2016,166074164,55066901,43545789,2.442,3.088,9.314,22106.108,9460.076,8864.382,0,1638.934,38.782,12.468,191.5020044,141.525,394.174
720,Kazakhstan,2017,174175032,63128436,45736612,2.530,3.492,9.634,23391.368,9625.971,9266.008,0,1550.082,46.981,12.811,213.7750122,150.849,422.916
721,Kazakhstan,2018,175205290,68981889,49540000,2.704,3.766,9.564,25848.886,10099.031,10368.691,0,1407.705,52.274,19.165,225.5155392,173.711,473.551
722,Kazakhstan,2019,174365936,50436959,49665491,2.677,2.719,9.399,25034.878,10288.712,9650.629,0,1333.049,66.18,38.8,211.7372278,174.071,461.612
742,Latvia,2001,525763,2905579,3919485,1.662,1.232,0.223,605.411,7486.393,5612.675,0,3314.265,3.51,0,17.66038778,13.240,1.428
743,Latvia,2002,435511,2979214,3935499,1.687,1.277,0.187,493.515,7516.625,6466.268,0,2895.9,12.928,0,17.53627167,15.086,1.151
744,Latvia,2003,387864,3091749,4058226,1.760,1.341,0.168,447.851,7675.601,6507.094,0,2677.104,56.708,0,17.69992083,15.005,1.033
745,Latvia,2004,321560,3071750,4162140,1.826,1.348,0.141,342.93,8336.023,7267.313,0,3692.887,58.202,0,18.99778111,16.562,0.782
746,Latvia,2005,361700,3151856,4130119,1.834,1.400,0.161,417.792,8931.891,7144.316,0,3972.703,56.139,0,20.11460194,16.089,0.941
747,Latvia,2006,381311,3261517,4472638,2.010,1.466,0.171,453.178,8509.607,7473.463,0,3241.187,55.261,0,18.93386111,16.628,1.008
748,Latvia,2007,453590,3146682,4832412,2.199,1.432,0.206,567.214,9356.253,7319.836,0,3302.792,64.05,0,20.56502778,16.089,1.247
749,Latvia,2008,440299,3084859,4471259,2.059,1.421,0.203,568.912,9299.127,7258.294,0,3780.283,70.523,0,20.18838833,15.758,1.235
750,Latvia,2009,362411,2827001,4071747,1.898,1.318,0.169,464.658,8575.934,6737.393,0,4228.111,58.707,0,18.39536417,14.452,0.997
751,Latvia,2010,455342,3392969,4250959,2.006,1.601,0.215,600.436,9787.418,8133.156,0,4331.251,60.293,0,20.73952111,17.234,1.272
752,Latvia,2011,442418,2975287,3816060,1.823,1.421,0.211,616.49,9091.734,7249.496,0,3572.856,87.867,0.248,19.03807639,15.180,1.291
753,Latvia,2012,400164,2792478,3729884,1.803,1.350,0.193,498.59,9188.199,6897.965,0,4606.24,134.452,0.249,19.01036833,14.272,1.032
754,Latvia,2013,301134,2728688,3771546,1.844,1.334,0.147,425.96,9395.87,6876.35,0,3645.686,148.982,0.25,19.21453889,14.062,0.871
755,Latvia,2014,242430,2448369,3890687,1.925,1.211,0.120,343.664,9560.221,6253.159,0,2510.913,127.183,0.252,19.32119083,12.638,0.695
756,Latvia,2015,190231,2505960,4066395,2.036,1.254,0.095,269.155,10150.762,6378.133,0,2365.165,186.124,0.253,20.28120611,12.744,0.538
757,Latvia,2016,165653,2607191,4058759,2.056,1.321,0.084,241.555,10596.833,6684.846,0,3221.842,165.615,0.487,20.91813111,13.196,0.477
758,Latvia,2017,167253,2299365,4276629,2.192,1.179,0.086,238.442,10951.734,6132.181,0,5613.305,192.209,0.564,21.36681583,11.964,0.465
759,Latvia,2018,197038,2703732,4362585,2.262,1.402,0.102,289.544,10282.265,7113.919,0,3134.532,157.319,1.641,19.89394806,13.716,0.558
760,Latvia,2019,166208,2548376,4318129,2.265,1.337,0.087,445.197,11384.17,6879.332,0,2736.906,200.722,0,22.01898528,13.119,0.465
761,Lithuania,2001,342057,4642064,7156408,2.060,1.336,0.099,280.54,9300.503,7186.569,9025.963,258.577,0,0,32.30992306,24.966,0.975
762,Lithuania,2002,547508,4738516,6937168,2.014,1.376,0.159,456.085,8682.772,7327.075,11255.873,281.118,0,0,29.91212583,25.242,1.571
763,Lithuania,2003,713540,5127024,6386961,1.871,1.502,0.209,594.445,8390.698,8020.073,12356.183,259.429,0,0,28.64582167,27.381,2.029
764,Lithuania,2004,687530,5177496,6871824,2.032,1.531,0.203,580.297,9079.622,8078.058,12091.145,336.675,0.961,0,30.6981775,27.312,1.962
765,Lithuania,2005,763103,5552448,7238339,2.164,1.660,0.228,642.711,9798.053,8614.345,8315.448,362.538,1.448,0,32.76466278,28.806,2.149
766,Lithuania,2006,1030191,5517216,7177341,2.173,1.670,0.312,883.782,9979.848,8642.403,7000.998,321.354,11.087,0,32.96341111,28.546,2.919
767,Lithuania,2007,1024926,6551531,7559943,2.320,2.010,0.315,890.361,9960.668,10320.697,8014.318,342.811,86.477,0,32.4617925,33.635,2.902
768,Lithuania,2008,867359,5836302,7828545,2.437,1.817,0.270,766.285,10998.953,9396.671,8128.519,330.195,107.71,0,35.33960722,30.191,2.462
769,Lithuania,2009,688945,4921338,6892875,2.176,1.554,0.218,618.039,9566.059,8011.376,8990.006,351.479,130.635,0,30.29568333,25.372,1.957
770,Lithuania,2010,842852,5663580,6848402,2.192,1.813,0.270,770.618,9994.501,9277.203,0,450.697,186.956,0,31.22279472,28.982,2.407
771,Lithuania,2011,972862,6160258,6525788,2.116,1.998,0.316,904.221,9789.572,10256.137,0,403.388,399.269,0.084,30.18122778,31.620,2.788
772,Lithuania,2012,950419,5937292,6759872,2.220,1.950,0.312,892.296,10150.104,10135.977,0,357.106,456.72,1.945,30.91719222,30.874,2.718
773,Lithuania,2013,1091504,4914412,6551776,2.177,1.633,0.363,1039.319,9985.058,8365.567,0,443.469,512.814,38.119,30.04501583,25.172,3.127
774,Lithuania,2014,921195,4634943,6809970,2.292,1.560,0.310,890.551,9909.176,8083.855,0,341.092,547.443,62.531,29.44013806,24.017,2.646
775,Lithuania,2015,735888,4648749,7132157,2.433,1.586,0.251,723.504,10977.337,8198.387,0,301.639,699.136,63.244,32.18552583,24.038,2.121
776,Lithuania,2016,748808,4148532,7677032,2.657,1.436,0.259,743.677,12109.555,7411.304,0,394.971,988.428,57.866,34.99658583,21.419,2.149
777,Lithuania,2017,801036,4278543,7763691,2.729,1.504,0.282,809.808,12794.207,7834.403,0,529.35,1198.419,58.436,36.39948861,22.289,2.304
778,Lithuania,2018,858889,3949079,8083720,2.886,1.410,0.307,877.752,13709.032,7992.463,0,399.294,1015.981,70.986,38.39896806,22.387,2.459
779,Lithuania,2019,800844,4081209,8192436,2.969,1.479,0.290,858.74,13893.002,7815.789,0,310.424,1308.986,80.746,38.34465417,21.572,2.309
780,Luxembourg,2001,471383,1780522,6459227,14.674,4.045,1.071,3129.53,66615.911,19726.152,0,740.314,148.9,0.289,29.31097722,8.680,1.377
781,Luxembourg,2002,370870,2540122,6560990,14.786,5.725,0.836,1930.477,67272.151,27944.279,0,615.892,151.171,0.364,29.86881111,12.407,0.857
782,Luxembourg,2003,345734,2575653,7080558,15.829,5.758,0.773,1472.614,71737.978,28097.338,0,484.046,159.488,8.527,32.06685056,12.560,0.658
783,Luxembourg,2004,385448,2859274,8086964,17.899,6.328,0.853,2045.544,80467.73,30769.936,0,623.199,235.959,55.092,36.371385,13.908,0.925
784,Luxembourg,2005,377213,2828806,8392206,18.330,6.179,0.824,1970.5,81564.821,29869.12,0,545.839,306.875,103.942,37.35665833,13.680,0.902
785,Luxembourg,2006,469509,2958018,8008894,17.201,6.353,1.008,2311.028,76228.237,30706.699,0,638.481,332.605,121.109,35.52233,14.309,1.077
786,Luxembourg,2007,407653,2730793,7698190,16.210,5.750,0.858,1919.564,72789.599,28119.041,0,652.61,359.494,116.881,34.57503167,13.357,0.912
787,Luxembourg,2008,355641,2593812,7782527,16.033,5.344,0.733,1796.057,71854.307,26214.815,0,719.069,329.773,109.025,34.84931083,12.714,0.871
788,Luxembourg,2009,339359,2658378,7215160,14.531,5.354,0.684,1565.488,65644.01,26032.089,0,558.681,335.043,107.24,32.62504667,12.938,0.778
789,Luxembourg,2010,332275,2841719,7592615,14.949,5.595,0.654,1533.879,67258.344,27394.321,0,552.581,282.719,108.544,34.16721139,13.916,0.779
790,Luxembourg,2011,314884,2463911,7863988,15.143,4.745,0.606,1308.656,67224.618,23131.571,0,314.571,319.814,128.545,34.88954889,12.005,0.679
791,Luxembourg,2012,285579,2499640,7631842,14.377,4.709,0.538,1176.142,63402.525,23020.21,0,476.841,375.77,185.673,33.66671389,12.224,0.625
792,Luxembourg,2013,274291,2113295,7507383,13.837,3.895,0.506,1025.925,60971.808,19059.998,0,562.004,391.472,347.674,33.107665,10.350,0.557
793,Luxembourg,2014,288430,2004356,7109290,12.821,3.615,0.520,1118.828,57501.623,17668.31,0,494.254,366.266,434.428,31.91337528,9.806,0.621
794,Luxembourg,2015,288211,1828497,6825639,12.044,3.226,0.509,1007.852,55307.117,15772.039,0,442.833,454.411,462.768,31.35911028,8.943,0.571
795,Luxembourg,2016,299810,1679816,6685209,11.541,2.900,0.518,1052.204,54093.066,14243.566,0,501.269,440.789,435.585,31.31986028,8.247,0.609
796,Luxembourg,2017,282282,1657587,6873907,11.613,2.800,0.477,890.54,55353.121,13616.807,0,361.694,991.652,458.037,32.76902167,8.061,0.527
797,Luxembourg,2018,268664,1608819,7243949,11.989,2.663,0.445,811.232,57398.943,13163.31,0,381.77,1047.543,492.653,34.66864583,7.951,0.490
798,Luxembourg,2019,274406,1607998,7396395,12.012,2.612,0.446,1054.766,57275.362,12913.781,0,426.631,1072.408,484.429,35.06097583,7.956,0.496
799,Malaysia,2001,9929712,48582305,63480536,2.678,2.049,0.419,1456.394,11981.62,11687.401,0,706.086,0,0,284.0720094,277.096,34.530
800,Malaysia,2002,12545536,49024320,60705152,2.508,2.025,0.518,1748.52,13116.032,11603.106,0,613.334,0,0,317.5126536,280.888,42.328
801,Malaysia,2003,18213744,61881296,62222048,2.519,2.505,0.737,2501.469,13552.472,12253.912,0,561.44,0,0,334.7322497,302.659,61.784
802,Malaysia,2004,31719248,59217568,67615456,2.684,2.351,1.259,3059.769,13522.523,12978.557,0,598.871,0,0,340.6456142,326.943,77.079
803,Malaysia,2005,26109664,64079696,68798928,2.678,2.494,1.016,3116.483,13260.05,14547.131,0,628.939,0,0,340.6636608,373.730,80.065
804,Malaysia,2006,26626288,69546384,62324640,2.379,2.654,1.016,3237.121,13428.846,14832.456,0,645.031,0,0,351.8623342,388.640,84.819
805,Malaysia,2007,29934279,65437726,68826858,2.576,2.449,1.120,3848.124,14041.923,15120.318,0,592.189,0,0,375.1998903,404.015,102.822
806,Malaysia,2008,38036676,72632793,70210845,2.578,2.667,1.397,4174.206,13212.992,15989.768,0,756.666,0,0,359.8687753,435.497,113.689
807,Malaysia,2009,46591424,65442704,68612064,2.474,2.360,1.680,4451.522,12898.11,14430.269,0,651.726,0,0,357.7287922,400.223,123.463
808,Malaysia,2010,55337392,60807744,73375264,2.601,2.156,1.962,6088.405,12722.199,13479.563,0,587.969,0,0,359.0066183,380.231,171.742
809,Malaysia,2011,55543511,64784275,71753320,2.504,2.261,1.939,5992.238,13391.119,13373.841,0,728.66,0,0,384.1303506,383.174,171.683
810,Malaysia,2012,59869760,66289088,74276608,2.555,2.281,2.060,6350.085,13821.457,14454.292,0,819.745,0,0.62,401.8233494,420.157,184.584
811,Malaysia,2013,57989249,82273874,87212871,2.960,2.792,1.968,5942.25,14497.212,15123.472,0,1025.062,0,12.25,427.9246161,445.673,175.112
812,Malaysia,2014,57866418,82562148,88717760,2.971,2.764,1.938,5975.914,14361.794,14969.446,0,1140.767,0,19.342,428.9413006,447.092,178.482
813,Malaysia,2015,66318400,77211472,76189216,2.517,2.551,2.191,6682.85,13114.772,15473.51,0,1163.636,0,22.815,397.143605,468.398,202.296
814,Malaysia,2016,71044960,73525488,88368352,2.880,2.396,2.315,7099.466,14457.073,14662.87,0,1641.071,0,25.406,443.2695619,449.930,217.847
815,Malaysia,2017,78607456,70425744,81271184,2.613,2.264,2.527,7760.983,13527.259,14481.334,0,2157.693,0,26.523,419.66529,450.442,241.405
816,Malaysia,2018,84147424,84261008,82890672,2.629,2.673,2.669,8169.971,13554.8,13015.927,0,2086.73,0,38.024,420.8890375,446.778,258.943
817,Malaysia,2019,86191285,84299101,87238620,2.731,2.639,2.698,7804.501,13646.824,13235.766,0,2096.098,0,61.515,442.9663567,446.980,265.233
818,Mexico,2001,30638368,82887008,275576768,2.748,0.826,0.306,834.25,10397.12,3608.303,240.1,782.41,0.495,0.22,1042.809529,361.905,83.674
819,Mexico,2002,34701435,92170763,265359172,2.610,0.906,0.341,1377.842,9807.021,4038.831,262.818,670.393,0.566,0.216,997.226175,410.688,140.106
820,Mexico,2003,42458432,101903168,273195168,2.650,0.989,0.412,1002.304,9928.148,4317.909,277.548,524.68,0.502,0.211,1023.402605,445.094,103.318
821,Mexico,2004,37881779,105646892,276735940,2.648,1.011,0.363,1011.527,10189.821,4594.743,238.129,652.085,0.518,0.233,1064.988276,480.219,105.720
822,Mexico,2005,46807600,105515872,291123120,2.746,0.995,0.442,1258.711,10289.946,4972.631,274.174,703.127,0.482,0.228,1090.784804,527.123,133.430
823,Mexico,2006,50288400,117936832,284689136,2.647,1.097,0.468,1331.335,10037.594,5419.146,270.035,756.621,1.118,0.249,1079.642756,582.883,143.198
824,Mexico,2007,45840304,117273648,286649376,2.626,1.074,0.420,1205.3,10273.219,5224.961,253.548,665.205,6.034,0.219,1121.536707,570.414,131.584
825,Mexico,2008,40783984,118567040,288397104,2.603,1.070,0.368,1060.735,10096.053,5414.125,233.543,934.363,6.074,0.453,1118.793168,599.966,117.545
826,Mexico,2009,40813296,123432832,272740832,2.425,1.098,0.363,1064.754,9611.036,5794.641,244.96,623.347,13.911,0.63,1080.89474,651.688,119.746
827,Mexico,2010,51054176,124121664,259678672,2.276,1.088,0.448,1298.229,9514.934,5788.663,134.358,849.17,28.317,0.708,1085.586541,660.445,148.119
828,Mexico,2011,56041308,130706870,272512081,2.355,1.130,0.484,1480.852,9539.596,6120.277,225.989,812.425,36.921,0.918,1103.68272,708.085,171.327
829,Mexico,2012,49222543,135726564,290157986,2.474,1.157,0.420,1272.798,9563.076,6280.491,192.612,700.874,81.009,1.515,1121.499322,736.538,149.266
830,Mexico,2013,49976960,142276784,277694560,2.337,1.197,0.421,1247.416,9176.496,6546.924,254.24,603.747,90.16,2.284,1090.414624,777.951,148.227
831,Mexico,2014,48943712,138502864,269274688,2.237,1.151,0.407,1229.188,8649.888,6551.328,204.625,822.389,135.882,4.673,1041.056425,788.484,147.939
832,Mexico,2015,44114222,147976833,258874271,2.124,1.214,0.362,1211.661,8445.033,6629.272,240.341,641.306,181.548,5.107,1029.094008,807.829,147.650
833,Mexico,2016,47621008,151455104,251592224,2.040,1.228,0.386,1172.707,8404.597,6732.189,215.468,625.928,211.612,5.144,1036.563316,830.300,144.633
834,Mexico,2017,48529680,143251408,245839744,1.970,1.148,0.389,1416.551,7998.948,6894.989,218.046,638.092,212.775,23.773,998.0839192,860.335,176.753
835,Mexico,2018,45994564,149180968,239268465,1.896,1.182,0.365,1248.469,7669.658,6939.833,268.838,639.816,257.785,62.631,973.7367017,875.858,157.545
836,Mexico,2019,43912459,149839733,220896293,1.732,1.175,0.344,1105.042,7166.828,7106.94,218.383,461.766,341.582,241.444,898.9758381,879.733,150.415
837,Morocco,2001,12772704,84272,19869872,0.682,0.003,0.439,1362.811,2871.57,15.008,0,81.705,19.5,0,83.63728278,0.437,39.693
838,Morocco,2002,13104852,84264,19985174,0.679,0.003,0.445,1340.087,2954.896,17.953,0,78.381,18.05,0.009,87.03640667,0.529,39.472
839,Morocco,2003,12234096,80608,20071392,0.674,0.003,0.411,1277.923,2923.956,17.015,0,131.879,18.551,0.009,87.08411694,0.507,38.060
840,Morocco,2004,13688704,98928,24043168,0.798,0.003,0.455,1397.995,3341.054,21.584,0,143.04,17.879,0.009,100.6157497,0.650,42.101
841,Morocco,2005,14084416,868368,25343888,0.832,0.029,0.463,1449.551,3589.911,139.627,0,85.202,18.22,0.009,109.3342494,4.252,44.147
842,Morocco,2006,14698813,1095450,25983046,0.844,0.036,0.477,1457.291,3599.192,171.304,0,85.252,15.896,0.009,110.8730294,5.277,44.892
843,Morocco,2007,15078481,1242188,27588306,0.885,0.040,0.484,1206.395,3719.585,191.015,0,76.882,23.772,0.009,115.9170431,5.953,37.596
844,Morocco,2008,14121056,1113856,30678672,0.973,0.035,0.448,1351.304,4051.862,186.401,0,76.656,24.96,0.008,127.7834772,5.879,42.616
845,Morocco,2009,13168416,1209120,30883856,0.967,0.038,0.412,985.624,4044.047,202.255,0,211.025,32.135,0.008,129.1222714,6.458,31.470
846,Morocco,2010,13223376,1304384,34478240,1.066,0.040,0.409,1002.239,4440.484,215.662,0,279.56,53.11,0.008,143.6184656,6.975,32.415
847,Morocco,2011,11464656,1637808,36574048,1.116,0.050,0.350,1056.248,4674.485,269.316,0,158.53,54.719,0.008,153.2388494,8.829,34.626
848,Morocco,2012,11461719,2396408,37257914,1.121,0.072,0.345,1058.015,4638.432,355.201,0,126.378,56.409,0.008,154.1906486,11.808,35.171
849,Morocco,2013,11211840,2348624,36973424,1.097,0.070,0.333,1035.173,4625.78,339.578,0,211.481,92.254,0.008,155.9626633,11.449,34.902
850,Morocco,2014,15299893,2245889,34457733,1.008,0.066,0.448,1373.213,4345.605,324.525,0,121.872,143.189,0.008,148.5848189,11.096,46.953
851,Morocco,2015,16844455,2323120,34080982,0.983,0.067,0.486,1491.361,4189.506,325.94,0,137.566,183.865,0.416,145.2249311,11.298,51.697
852,Morocco,2016,16235184,2363280,34654112,0.987,0.067,0.462,1418.208,4233.863,326.879,0,89.9,214.788,28.745,148.7185406,11.482,49.816
853,Morocco,2017,16876384,2344960,36830528,1.035,0.066,0.474,1455.304,4425.454,320.195,0,83.241,213.239,29.18,157.4619353,11.393,51.781
854,Morocco,2018,18720476,2114252,35883661,0.996,0.059,0.520,1662.34,4265.85,285.78,0,116.818,264.945,65.544,153.7063161,10.296,59.892
855,Morocco,2019,24218716,2003349,36417869,0.999,0.055,0.664,2125.318,4322.954,267.516,0,85.735,319.045,107.371,156.0037428,9.757,77.487
856,Netherlands,2001,32355967,83390485,58556642,3.656,5.206,2.020,6000.199,31821.639,26107.802,684.435,20.214,142.139,2.25,509.7186103,418.194,96.111
857,Netherlands,2002,32616862,82497351,57662651,3.579,5.121,2.025,6000.419,31784.685,25696.62,666.088,18.66,161.01,2.9,512.0508681,413.972,96.667
858,Netherlands,2003,33694156,83106734,59536953,3.675,5.130,2.080,6172.463,31652.911,25728.885,675.665,12.111,221.635,5.169,512.8083928,416.833,100.000
859,Netherlands,2004,33228448,85426806,59596492,3.659,5.245,2.040,6054.595,32935.586,26203.605,635.245,15.911,310.308,5.508,536.4214619,426.778,98.611
860,Netherlands,2005,31995032,82842938,59338526,3.626,5.062,1.955,5753.452,34790.943,25328.764,656.972,14.463,339.706,5.621,569.4229069,414.556,94.167
861,Netherlands,2006,30441358,80276661,58690392,3.570,4.883,1.852,5457.56,34493.493,24214.334,564.092,17.104,444.517,5.727,567.0725761,398.083,89.722
862,Netherlands,2007,32719013,77784452,58617424,3.551,4.712,1.982,5923.418,35349.889,23508.564,675.901,17.218,553.071,5.747,583.5201461,388.056,97.778
863,Netherlands,2008,31729445,81492262,59070305,3.565,4.919,1.915,5583.056,33490.883,24377.669,664.223,15.933,678.474,6.196,554.8764997,403.889,92.500
864,Netherlands,2009,29238118,81913440,55794136,3.356,4.927,1.759,5246.138,31882.488,24875.717,670.355,15.341,723.216,7.013,530.0778214,413.583,87.222
865,Netherlands,2010,30218670,91742369,56985969,3.416,5.499,1.811,5261.515,32364.077,28027.555,620.336,16.28,624.069,9.29,539.9294672,467.583,87.778
866,Netherlands,2011,29405353,79944946,56399543,3.370,4.776,1.757,5172.864,32647.712,24452.032,641.097,8.825,789.635,15.536,546.4569581,409.278,86.583
867,Netherlands,2012,31739527,76252526,54310366,3.234,4.541,1.890,5665.732,30899.954,23394.095,600.485,16.012,764.173,38.924,518.871615,392.833,95.139
868,Netherlands,2013,32443575,76947365,52678547,3.128,4.568,1.926,5651.539,29269.497,23219.629,439.403,17.375,855.311,78.415,493.0150081,391.111,95.194
869,Netherlands,2014,35796978,67011152,52206585,3.091,3.967,2.119,6233.685,27845.405,20406.233,616.351,16.861,873.362,118.224,470.3920547,344.722,105.306
870,Netherlands,2015,43556909,66164669,51918599,3.065,3.906,2.572,7561.898,27110.426,20120.783,609.073,13.89,1127.606,167.502,459.1960211,340.806,128.667
871,Netherlands,2016,40079210,68997195,53207885,3.133,4.063,2.360,6989.844,27905.452,20701.258,586.496,14.821,1210.001,230.942,473.8620953,351.528,119.278
872,Netherlands,2017,36058964,70743702,53008250,3.114,4.156,2.119,6250.454,26784.232,21248.279,499.747,8.924,1552.319,323.769,455.8940444,360.833,106.972
873,Netherlands,2018,32986680,69850168,53551287,3.139,4.095,1.934,5597.894,27396.552,20729.143,512.048,10.54,1538.962,538.027,467.3058403,354.444,96.111
874,Netherlands,2019,25396261,72691459,53256723,3.115,4.252,1.485,4329.873,26870.38,21549.296,566.263,10.744,1659.458,751.581,456.2339289,370.194,74.667
875,New Zealand,2001,5411679,10425455,16581354,4.243,2.668,1.385,4075.381,19490.507,15869.319,0,15310.753,98.15,0,74.82283417,61.993,15.927
876,New Zealand,2002,5420526,9843217,17312089,4.368,2.484,1.368,4016.814,19852.283,14940.264,0,17209.257,107.576,0,77.64874028,59.182,15.919
877,New Zealand,2003,7739602,8454998,18107098,4.502,2.102,1.924,5712.195,20758.561,11106.774,0,16001.25,99.262,0,81.95574861,44.624,22.974
878,New Zealand,2004,8013108,7265308,18472801,4.527,1.781,1.964,5818.303,20494.82,9990.38,0,18073.321,239.873,0,82.34383333,40.718,23.739
879,New Zealand,2005,8918768,7572844,18650553,4.510,1.831,2.157,6391.171,20776.397,9094.813,0,15174.902,399.667,0,85.36834528,37.576,26.427
880,New Zealand,2006,8795561,7665912,18783690,4.487,1.831,2.101,6216.318,20723.992,9124.424,0,15052.611,397.315,0,86.19497056,38.154,26.022
881,New Zealand,2007,6725796,8402792,18991447,4.487,1.985,1.589,4658.876,20684.37,9972.594,0,14834.662,583.509,2.137,86.59054472,42.152,19.721
882,New Zealand,2008,8284470,7909243,18861492,4.409,1.849,1.937,5720.53,20648.328,9143.344,0,13789.497,653.125,2.132,87.7518,39.045,24.472
883,New Zealand,2009,6316473,7614034,18110552,4.189,1.761,1.461,4353.219,19642.164,9303.286,0,14696.614,896.006,2.179,83.75265556,40.139,18.819
884,New Zealand,2010,5458101,8510493,18194055,4.163,1.948,1.249,3677.802,19441.001,10084.195,0,14753.09,976.822,2.284,83.84572639,43.760,16.072
885,New Zealand,2011,5534238,7747695,18404952,4.165,1.753,1.253,3681.754,19789.188,9100.596,0,14725.827,1147.786,2.42,86.38846361,40.216,16.270
886,New Zealand,2012,6852585,8401746,18167263,4.066,1.880,1.534,4537.163,19259.592,9992.547,0,13199.705,1198.637,2.78,85.12607444,44.647,20.272
887,New Zealand,2013,6013030,8336500,18546178,4.105,1.845,1.331,3956.078,19193.178,10362.196,0,13047.139,1145.492,3.917,86.34339472,46.827,17.878
888,New Zealand,2014,5442021,8558250,18850611,4.127,1.874,1.192,3614.251,19353.147,11419.814,0,13548.014,1231.911,10.292,87.80661333,52.166,16.510
889,New Zealand,2015,5469636,8431019,19379450,4.200,1.827,1.185,3612.89,19980.353,10543.352,0,13446.363,1295.924,19.891,91.31888778,48.658,16.673
890,New Zealand,2016,4465043,7868628,19489024,4.183,1.689,0.958,2961.182,20235.605,10296.988,0,13992.23,1258.041,30.514,93.61696806,47.974,13.796
891,New Zealand,2017,4669294,8493246,20363395,4.331,1.806,0.993,3091.531,20913.065,10496.048,0,13387.676,1109.316,40.581,98.7315025,49.886,14.536
892,New Zealand,2018,5195846,7878606,20525810,4.328,1.661,1.095,3181.173,20825.861,9295.776,0,13776.038,1083.581,52.063,99.12703583,45.030,15.673
893,New Zealand,2019,5985768,8434371,20886751,4.367,1.763,1.252,3603.389,20738.298,10034.623,0,13245.875,1167.548,65.689,100.9101594,49.021,17.838
894,North Macedonia,2001,9211296,164880,2297328,1.125,0.081,4.509,8413.119,4518.615,374.939,0,845.619,0,0,9.2315225,0.766,17.188
895,North Macedonia,2002,7892256,172208,2561136,1.250,0.084,3.852,7292.629,5087.463,383.187,0,1013.005,0,0,10.42420278,0.785,14.943
896,North Macedonia,2003,8239361,150273,2528985,1.232,0.073,4.013,8380.648,4913.011,340.465,0,1823.318,0,0,10.08640306,0.699,17.205
897,North Macedonia,2004,8076455,135523,2596919,1.263,0.066,3.926,7948.549,4995.782,330.579,0,1950.309,0,0,10.27631472,0.680,16.350
898,North Macedonia,2005,8002176,142896,2682048,1.302,0.069,3.884,8235.949,5136.69,352.92,0,1948.201,0,0,10.58157333,0.727,16.966
899,North Macedonia,2006,7448912,153888,2865248,1.389,0.075,3.611,7991.705,5394.554,377.403,0,2137.848,0,0,11.12895556,0.779,16.487
900,North Macedonia,2007,5723168,194192,3096080,1.499,0.094,2.771,8192.595,5846.782,481.083,0,1299.184,0,0,12.073595,0.993,16.918
901,North Macedonia,2008,5935680,223504,2777312,1.343,0.108,2.871,8387.949,5267.8,546.47,0,1072.759,0,0,10.88853389,1.130,17.338
902,North Macedonia,2009,5278411,146623,2811487,1.359,0.071,2.551,7515.729,5506.526,361.722,0,1610.34,0,0,11.39299222,0.748,15.550
903,North Macedonia,2010,5222613,219745,2743154,1.325,0.106,2.522,7270.536,5298.075,535.267,0,3060.6,0,0.033,10.97230417,1.109,15.057
904,North Macedonia,2011,5818432,252816,2766320,1.335,0.122,2.808,8299.51,5486.857,618.978,0,1792.263,0,1.467,11.36875861,1.283,17.197
905,North Macedonia,2012,5525312,260144,2700368,1.302,0.125,2.664,7804.706,5297.875,641.68,0,1292.848,0,3.522,10.98778472,1.331,16.187
906,North Macedonia,2013,4558016,296784,2634416,1.269,0.143,2.196,6522.34,5165.725,725.722,0,1953.44,0,11.162,10.72403611,1.507,13.540
907,North Macedonia,2014,4316192,252816,2634416,1.268,0.122,2.077,6029.259,5120.406,621.993,0,1477.777,86.504,17.614,10.64019528,1.293,12.529
